track,artist
Mairzy Doats,The Innocence
Miniland 1,François de Roubaix
Sweet Darlin',Martha Reeves & The Vandellas
Two Trains Running,The Paul Butterfield Blues Band
Ashes To Ashes,The Mindbenders
Heartaches By The Number,Johnny Tillotson
Lara's Theme - Rock 'n' Roll Version,Maurice Jarre
Day Hospital from The Caretakers,Elmer Bernstein
Monster Motion,"Bobby ""Boris"" Pickett"
It's A Happening Thing,The Peanut Butter Conspiracy
La Jaibera,Celia Cruz
The Birds And The Bees,Jewel Akens
Mr Bumble,Syd Dale
Los pelegrinitos,Traditional
Cultura E Civilizacao,Gal Costa
Chega De Saudade,Antônio Carlos Jobim
"Der Waffenschmied: Akt I - Finale ""Bei nacht'gem Dunkel schleich ich herein""",Staatskapelle Berlin
"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",Robert Schumann
Sá Dona,Marinês E Sua Gente
Carmen Suite No. 2: Habanera. Allegretto quasi Andantino (Act I),National Philharmonic Orchestra
Amor En Sombras,Vicente Fernández
Ruby Tuesday,The Rolling Stones
"In Nativitate Domini, Ad Missam In Die. Introitus: Puer Natus Est Nobis, VIII Mode",Traditional
Paloma Errante,Vicente Fernández
18 - 39,Jane Birkin
The Sound of Music,Charmian Carr
S'il Vous Plait Bossa Nova,Michel Legrand
You Keep Me Hangin' On,The Supremes
Athai Madi,P. Susheela
Poet and Peasant: Overture,Franz von Suppé
Ready Or Not Here I Come (Can't Hide From Love),The Delfonics
Abilene,George Hamilton IV
This Golden Ring,The Fortunes
Bonita - 1966 Version,Antônio Carlos Jobim
Fiddle Around,Jan & Dean
Everglades,The Kingston Trio
La condanna - Remastered,Ennio Morricone
Spinning Wheel,"Blood, Sweat & Tears"
Bloody Jack,Serge Gainsbourg
Bird Food,Ornette Coleman
Bring A Little Sunshine (To My Heart),Vic Dana
Make The World Go Away,Eddy Arnold
"Madama Butterfly, Act II: Che tua madre dovrà (Butterfly)",Giacomo Puccini
Por Que Llorar,Vicente Fernández
Black And White,Serge Gainsbourg
I Wonder,Brenda Lee
You Didn't Try To Call Me,Frank Zappa
Saved,LaVern Baker
Money,The Kingsmen
The Lonely Surfer,Jack Nitzsche
We Had A Good Thing Goin',The Cyrkle
That's The Tune,The Vogues
Let Me Be The One,The Paris Sisters
Cançó de la Mort a L'alba,Raimon
Canço de Matinada - Versión 1966,Joan Manuel Serrat
The Bat,John Zacherle
Solitary Man,Neil Diamond
Saladino 8,Angelo Francesco Lavagnino
História De Um Órfão,Ary Lobo
"Tosca (Sung in German): Act I: Ein Tollhaus in der Kirche! Schone Wirtschaft! (Scarpia, Messner, Spoletta)",Giacomo Puccini
All Of Everything,Frankie Avalon
For Your Love,Peaches & Herb
Cinema Olympia,Gal Costa
Mare delle Baleari - Tranquillo 2 version,Benedetto Ghiglia
Minha Fama de Mau,Erasmo Carlos
Procissão,Gilberto Gil
Blues On The Ceiling,Karen Dalton
Up-Up And Away,The Johnny Mann Singers
My Block,The Four Pennies
For a Few Dollars More: Indio's Flashback,Ennio Morricone
I Couldn't Live Without Your Love,Petula Clark
Pedro Pedreiro,Chico Buarque
That's My Pa,Sheb Wooley
Amore Scusami,Jerry Adriani
Flamingo,Herb Alpert & The Tijuana Brass
Finale 2,Giovanni Fusco
"Rigoletto [Acts II & III]: Compiuto pur quanto a fare mi resta (Rigoletto, Gilda, Usher, Monterone)",Giuseppe Verdi
Just Ain't Enough Love,Eddie Holland
The Red Blouse,Antônio Carlos Jobim
Tú Mi Amor Divino,Tito Puente
"Madama Butterfly (1986 - Remaster), Act I: Dovunque al mondo (Pinkerton/Sharpless/Goro)",Giacomo Puccini
Love Will Find A Way,Jackie DeShannon
(He's) Raining In My Sunshine,Jay & The Americans
Kiss Me Goodbye,Petula Clark
"Violin Concerto No. 1 in G Minor, Op. 26: I. Vorspiel - Allegro moderato - Redbook Stereo",Max Bruch
Final,Jean Prodromidès
The Cat,Marty Paich
Bring A Little Lovin',Los Bravos
Amigo Velho,Luiz Gonzaga
Chattanooga Shoe Shine Boy,Freddy Cannon
Stoney End,Laura Nyro
I Saw Three Ships - Remastered 1997,Traditional
"6 Chorale Preludes ""Schübler-Chorales"": Wachet auf, ruft uns die Stimme, BWV 645",Johann Sebastian Bach
Es La Humanidad,Celia Cruz
Som - En Directe,Raimon
His Kiss,Betty Harris
God Knows I Love You,Nancy Sinatra
Papa's Things,Elmer Bernstein
Whenever He Holds You,Bobby Goldsboro
Anno Domini,Miklós Rózsa
Dear Dad,Chuck Berry
The Weed (Man Pyabba),Count Lasher
"Clarinet Quintet in A Major, K. 581: II. Larghetto",Wolfgang Amadeus Mozart
"Die Meistersinger von Nürnberg, WWV 96: Prelude (Arr. for Piano by Glenn Gould)",Richard Wagner
When The Lovelight Starts Shining Through His Eyes,The Supremes
Symphony in C Major: II - Adagio,National Philharmonic Orchestra
For a Child Born Dead / The Shot,Elizabeth Jennings
It's Not The End Of Everything,Tommy Edwards
"Another Day, Another Heartache",The 5th Dimension
"Kinderszenen, Op. 15: No. 7, Träumerei",Robert Schumann
This Magic Moment,Jay & The Americans
"The ""In"" Crowd",Ramsey Lewis Trio
On the Prowl,David Lindup
Sixteen Reasons,Connie Stevens
Red Rubber Ball,The Cyrkle
Babarabatiri - Live In Puerto Rico / 1963,Tito Puente
See Saw,Aretha Franklin
Running Bear,Sonny James
I Feel So Bad,Elvis Presley
A Day At The Races,Jerry Goldsmith
If You Went Away,Antônio Carlos Jobim
Little Girl,Syndicate Of Sound
"Tosca (Sung in German): Act I: Frohe Neuigkeiten, Euer Gnaden! (Messner, Chorus)",Giacomo Puccini
To Give (The Reason I Live),Frankie Valli
What Kind Of Fool Am I?,Robert Goulet
"Hallelujah Chorus (From ""Messiah"")",George Frideric Handel
"Destruction Of Plant (From ""The Heroes Of Telemark"")",Jerry Goldsmith
Since You Showed Me How To Be Happy,Jackie Wilson
Reggae Girl,The Tennors
"Adéu, Adéu",Traditional
Juan Sin Tierra,Victor Jara
Time After Time,Frankie Ford
Love Child,Diana Ross & The Supremes
Bring It On Home To Me,The Animals
Almost Persuaded,David Houston
Think Twice,Brook Benton
Where Were You When I Needed You,The Grass Roots
Any Way You Want It,The Dave Clark Five
"Le ciel, la terre et l'eau",Vladimir Cosma
Promenade dangereuse,Vladimir Cosma
Broad Way Blues,Ornette Coleman
Sin Fortuna,Gerardo Reyes
Sweet Soul Music,Arthur Conley
Arizona,Mark Lindsay
Merrily We Roll Along,Lord Invader
S.Y.S.L.J.F.M. (The Letter Song),Joe Tex
......And Roses And Roses,Andy Williams
Mi Habana Cuando Te Vuelva A Ver,Miguelito Valdes
Llegó El Sonero,Tito Rodriguez
Words,Bee Gees
La chanson de Prévert,Serge Gainsbourg
Perduts - Banda Sonora Original de la Pel·lícula,Raimon
La Paloma Twist,Chubby Checker
Sleeping In A Jar,Frank Zappa
Poor Boy,John Fahey
Mensajes de Amor de Curso Legal,Joan Manuel Serrat
Caravan,Santo & Johnny
Contra la por - En Directe,Raimon
Mack The Knife,Bobby Darin
(You Don't Know) How Glad I Am,Nancy Wilson
Daddy's Little Girl,Al Martino
Together,The Intruders
É Preciso Perdoar,MPB4
"Fais pas ci, fais pas ça",Jacques Dutronc
Here Comes The Night,Ben E. King
"Vuela, La Paloma",Tito Rodriguez
Rendez vous in the castle,Stelvio Cipriani
Timpani minacciosi,Angelo Francesco Lavagnino
Walk On The Wild Side,Elmer Bernstein
The Lion Sleeps Tonight,The Tokens
A Well Respected Man,The Kinks
Kwa Kwa,Tito Puente
"Violin Concerto in D Minor, Op. 47: III. Allegro, ma non tanto",Jean Sibelius
By the Time I Get to Phoenix,Harry Belafonte
Cool Britannia - 2007 Remastered Version,The Bonzo Dog Band
Sollavo Sugamana,P. Susheela
Juca,Chico Buarque
Your Heart Belongs To Me,The Supremes
What Does A Girl Do?,The Shirelles
Sorry Heer - Remastered,Rikkert Zuiderveld
Have You Seen Her Face,The Byrds
Come And Get Me,Jackie DeShannon
Motherly Love,Frank Zappa
Only In America,Jay & The Americans
Niepotrzebna podróż,Wanda Warska
Steel Rail Blues,Gordon Lightfoot
School Is In,Gary U.S. Bonds
Nueva Vida,Tito Puente
Long Live Love,Sandie Shaw
Blue Moon,The Marcels
"La fille du régiment / Act 2: Oui! Quand le destin, au milieu de la guerre, enfant, me jeta dans leurs bras",Gaetano Donizetti
Jingle Bell Rock,Bobby Helms
Mr. Custer,Larry Verne
I Can Remember,James & Bobby Purify
Love Bones,Johnnie Taylor
When I Fall In Love,The Lettermen
"Symphony No. 36 in C Major, K. 425 ""Linz"": IV. Presto",Wolfgang Amadeus Mozart
These Are Not My People,Johnny Rivers
Inthalo Yemojarigindi,P. Susheela
Blue Angel,Roy Orbison
Girl Don't Come,Sandie Shaw
The Loco-Motion,Little Eva
Come Back,Jimmy Clanton
You Threw A Lucky Punch,Gene Chandler
Overture,Jerry Goldsmith
Swingin' Gently,Earl Grant
Pachanga En Navidad,La Sonora Matancera
Gesang zur Dämmerung,Klaus Schulze
Spanish Harlem,Ben E. King
Your Good Thing (Is About To End),Mable John
Campanas Del Olvido,Vicente Fernández
"Nutcracker Suite, Op. 71a: Danse Russe - Trépak (Russian Dance). Tempo di trepak, molto vivace",Pyotr Ilyich Tchaikovsky
The World We Knew (Over And Over),Frank Sinatra
Olvídame,Tito Rodriguez
My Home Town,Paul Anka
The Boll Weevil Song,Brook Benton
Sharing You,Mitty Collier
"La Traviata - Opera in three acts (1992 Digital Remaster), Act III: Prelude",Giuseppe Verdi
Libra,Max Roach
Glory Of Love,Otis Redding
Just As Much As Ever,Bobby Vinton
Let Me Be The Man My Daddy Was,The Chi-lites
No Juegue Con El Diablo,Tito Puente
Me Está Doliendo...Su Ausencia,Javier Solís
(You Make Me Feel) So Good,The McCoys
First Of May,Bee Gees
The Last Waltz,Engelbert Humperdinck
Copitas de Mezcal,Irma Serrano
It's Raining Today,Scott Walker
Renúncia,Nelson Gonçalves
Hello Mary Lou,Ricky Nelson
Be Anything (But Be Mine),Connie Francis
Brontosaurus Stomp,The Piltdown Men
"Goza, Goza Mariposa",Irma Serrano
Objeto Semi-Identificado,Gilberto Gil
Lovey Dovey/You're So Fine,Bunny Sigler
(The Lights Went Out In) Massachusetts,Bee Gees
Woman Helping Man,The Vogues
Las Rejas No Matan,Javier Solís
I Never Loved A Man (The Way I Love You),Aretha Franklin
I Hear You Knocking,Fats Domino
Tell Me That You Love Me,Fats Domino
Don't Bring Me Down,The Pretty Things
With These Hands,Tom Jones
Adios Amigo,Jim Reeves
Delta Lady,Joe Cocker
Mrs. Robinson,Simon & Garfunkel
Shake! Shake! Shake!,Jackie Wilson
Tosca (Sung in German): Act III: Cavaradossi verharrt in Gedanken,Giacomo Puccini
I Wanna Thank You,Bobby Rydell
"Madama Butterfly, Act II: Glielo dirai? (Kate, Suzuki, Butterfly)",Giacomo Puccini
Full Measure,The Lovin' Spoonful
Do You Believe In Magic,The Lovin' Spoonful
Talk To Me,Sunny & The Sunglows
If A Man Answers,Bobby Darin
The Great Arrival (Cheganca),Sérgio Mendes
Gypsy Love,Silver Apples
Call Me Irresponsible,Jack Jones
Cinnamon,Derek
On Top of Old Smokey,Harry Belafonte
Look For A Star,Deane Hawley
Are You There (With Another Girl),Dionne Warwick
Jules et Thérèse,Georges Delerue
I Really Love You,The Stereos
He's My Guy,Irma Thomas
No Me Quieras Tanto,Chucho Avellanet
Rhythm Of The Rain,The Cascades
Ooh Baby,Deon Jackson
Kannadi Paatthiratthil,P. Susheela
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato - Remastered",Edvard Grieg
Only A Fool Breaks His Own Heart,Mighty Sparrow
Nadine (Is It You?),Chuck Berry
Danse Mounia,André Hossein
I Was Such A Fool (To Fall In Love With You),The Flamingos
Our Love Is Here To Stay,Dinah Washington
On the Que-Tee,Freddie Hubbard
O Circo,Nara Leão
"La Traviata - Opera in three acts (1992 Digital Remaster), Act II: Ogni suo aver tal femmina",Giuseppe Verdi
"Tosca (Sung in German): Act I: So also war es - Mario?! Mario?! (Scarpia, Tosca, Messner)",Giacomo Puccini
The Father Of Girls,Perry Como
Para la Libertad,Joan Manuel Serrat
Que Nem Giló,Carmelia Alves
Diguem No - En Directe,Raimon
"Winkin', Blinkin' And Nod",The Simon Sisters
Perdon,Vicente Fernández
Dunce Songs,Mark Van Doren
God Only Knows,The Beach Boys
There Never Was A Time,Jeannie C. Riley
"Un poison violent, c'est ça l'amour",Serge Gainsbourg
Black Trombone,Serge Gainsbourg
Conscience,James Darren
Here I Am Baby,The Marvelettes
Wish You Didn't Have To Go,James & Bobby Purify
Wendy,The Beach Boys
Barbara Ann,The Beach Boys
Guitarra Romana,Eydie Gormé
Honolulu Lulu,Jan & Dean
Out Of This World,John Coltrane Quartet
Macaco De Cheiro,Marinês E Sua Gente
Seagreen Serenades,Silver Apples
My Whole World Ended (The Moment You Left Me),David Ruffin
Honey (I Miss You),O.C. Smith
Three Steps From The Altar,Shep And The Limelites
Hello Pretty Girl,Ronnie Dove
Pizzicato Rockalong,Johnny Hawksworth
"Carmen: Act III - ""Mische, hebe, weissagen wir!""",Leipzig Radio Symphony Orchestra
Todas As Mulheres do Mundo,Erasmo Carlos
For Me Formidable,Charles Aznavour
245,Georges Arvanitas
Carmem,Nelson Gonçalves
L'eclisse 10,Giovanni Fusco
Falling,Roy Orbison
Mariposa Fugaz,La Sonora Santanera
Gone Are My Children (Baile Banake),Harry Belafonte
Positively 4th Street,Bob Dylan
Talking About My Baby,The Impressions
Parabola,Joan Manuel Serrat
Main Title,Michel Legrand
Shake 'Em On Down,Bukka White
Twistin' U.S.A.,Danny & The Juniors
Cherry,The Tennors
Baby Let's Wait,The Royal Guardsmen
"Madama Butterfly (1986 - Remaster), Act I: Questa è la cameriera (Goro/Pinkerton/Suzuki/Sharpless)",Giacomo Puccini
Shake Sherry,The Contours
Duchess,Scott Walker
Kay,"John Wesley Ryles, I"
Priscilla,Soft Machine
Mashed Potato Time,Dee Dee Sharp
Baudelaire - Sur Un Poème De Charles Beaudelaire,Serge Gainsbourg
Toca Madera,Joan Manuel Serrat
Locking Up My Heart,The Marvelettes
Itty Bitty Pieces,James Ray
La Plongée,François de Roubaix
La belle putain,Michel Legrand
Mi Corazón Canta (All of a Sudden) [My Heart Sings],Enrique Guzman
Puerto Triste,Javier Solís
"It Ain't Me, Babe",Johnny Cash
Alma Rota,Vicente Fernández
A World Without Love,Bobby Rydell
My Soul's Been Anchored in de Lord,Traditional
Final - Alternate Version,Piero Piccioni
"The Young Person's Guide to the Orchestra, Op. 34 (Variations and Fugue on a Theme of Purcell): Theme B. ?",Benjamin Britten
Love Me Do,The Beatles
Jackie (La chanson de Jacky),Mort Shuman
Tonight I'll Be Staying Here With You,Bob Dylan
Les tournesols,Vladimir Cosma
If You Gotta Make A Fool Of Somebody,Maxine Brown
"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act II: Qua la mano, giovinotto",Gaetano Donizetti
Kolderkat,Elly Nieman
Gather Your Dreams,Michel Legrand
Mulatu,Mulatu Astatke
Main Theme In Jazz,Michel Legrand
I Couldn't Get High,The Fugs
Five O'Clock World,The Vogues
Sleeping In A Jar,Frank Zappa
¿Quién Será?,La Sonora Matancera
In Momentum,Johnny Hawksworth
Retozón,Celia Cruz
Summer Sounds,Robert Goulet
El Ball de la Civada,Joan Manuel Serrat
"A Love Supreme, Pt. I - Acknowledgement - Vocal Overdub 2",John Coltrane Quartet
I'd Rather Be Here In Your Arms,The Duprees
Mending Wall,Lesley Frost
"Our Man Flint: It's Gotta Be A World's Record - From ""Our Man Flint""",Jerry Goldsmith
La fin de l'été - Remasterisé en 2016,Françoise Hardy
The Matador,Johnny Cash
All These Blues,The Paul Butterfield Blues Band
"Elisa - BOF ""L'horizon""",Serge Gainsbourg
"Siu. Siu, Siu",Marinês E Sua Gente
"Green, Green Grass Of Home",Tom Jones
Destination: Anywhere,The Marvelettes
Hog Calling Blues,Charles Mingus
Domingo em Copacabana,Elis Regina
West Of The Wall,Toni Fisher
Everybody's Gotta Pay Some Dues,The Miracles
Hi-Heel Sneakers,Tommy Tucker
I Need You,The Impressions
Lost In Space,Jerry Goldsmith
Do The Choo Choo,Archie Bell & The Drells
Run Samson Run,Neil Sedaka
My Game Of Loving,White Noise
Gee Whiz (Look At His Eyes),Carla Thomas
What Am I Living For,Conway Twitty
MacArthur Park,Richard Harris
Ambush,Jerry Goldsmith
Never My Love,The Association
International Excitement,Peter Thomas
Crossfire Time,Dee Clark
One Girl,Garnet Mimms
Little Donna,The Rivieras
Fancy,Bobbie Gentry
I Say Love,The Royal Guardsmen
"Touch Her Soft Lips and Part (From ""Henry V"")",William Walton
On A Carousel,The Hollies
Not Fade Away,The Rolling Stones
Nashville Blues,Doc Watson
Hortus Conclusus,Traditional
Soulful Strut,Young-Holt Unlimited
"Dominica Quarta Adventus. Graduale: Prope Est Dominus, V Mode",Traditional
La Esquina Del Movimiento,La Sonora Matancera
Steppin' Out,Paul Revere & The Raiders
Concerto for Guitar and Small Orchestra: I. Allegro preciso,Heitor Villa-Lobos
Should I,The String-A-Longs
Un Amor Especial,Maria Dolores Pradera
By The Time I Get To Phoenix,Isaac Hayes
I (Who Have Nothing),Ben E. King
"La Bohème (1991 Digital Remaster), Act I: Sì. Mi chiamano Mimì (Mimì/Rodolfo)",Giacomo Puccini
Spaghetti a Detroit - Vocal,Fred Bongusto
Living For You,Sonny & Cher
I've Got To Do A Little Bit Better,Joe Tex
Walk Right In,The Rooftop Singers
Do You Know The Way To San José,Dionne Warwick
"Take Some Risks, Mr. Flint?",Jerry Goldsmith
On Broadway,The Drifters
Deixa Pra Lá,Adriana
Engine Engine #9,Roger Miller
Ciúme (Jalousie),Nelson Gonçalves
Me Acuerdo De Ti,Tito Puente
First Warning #1,Jerry Goldsmith
That's When I Cried,Jimmy Jones
Without Love (There Is Nothing),"Oscar Toney, Jr."
Love Me Tonight,Tom Jones
"Piano Sonata No. 3 in C Major, Op. 2 No. 3: II. Adagio",Ludwig van Beethoven
The Daughters of the Horse Leech (excerpt),Stanley Kunitz
"Donizetti: L'elisir d'amore, Act 2: ""Una furtiva lagrima"" (Nemorino)",Gaetano Donizetti
"Luna, amore e no - Version 3",Piero Piccioni
Blue Winter,Connie Francis
I Can't Help It (If I'm Still In Love With You),Johnny Tillotson
My Jelly Roll Soul,Charles Mingus
Candy Man,Roy Orbison
The Philly Freeze,Alvin Cash & The Registers
Poor Side Of Town,Johnny Rivers
"Louie, Louie",The Sandpipers
The Spokerman,Pucho & The Latin Soul Brothers
"Tzigane, M. 76 (Version for Violin & Orchestra)",Maurice Ravel
"Oh, What A Night",The Dells
Lady Jane,The Rolling Stones
Night,Jackie Wilson
The First Noel,Traditional
She's A Rainbow,The Rolling Stones
It's My Thing (You Can't Tell Me Who To Sock It To),Marva Whitney
Carol of the Bells - Instrumental,John Fahey
Congoja,Tito Rodriguez
La Muntanya Es Fa Vella - En Directe,Raimon
Baby Toys,The Toys
Wishful Sinful,The Doors
Piggyback Blues,Red Simpson
Lazy Afternoon - Remastered 2004,Pete La Roca
Au revoir,Gilbert Bécaud
Son-In-Law,The Blossoms
Veja Se Me Esquece,Leno e Lilian
A Love She Can Count On,The Miracles
Hermit's Bell Overture Written by Maillart,American Symphony Orchestra
Canzone della Libertà - Off Vocal Version,Ennio Morricone
Papa's Got A Brand New Bag,Otis Redding
Concha Querida,Irma Serrano
What's The Ugliest Part Of Your Body?,Frank Zappa
Hey You! Little Boo-Ga-Loo,Chubby Checker
Appalachian Spring: VIII. Coda. Moderato,Aaron Copland
Give Him A Great Big Kiss,The Shangri-Las
I Left My Heart In San Francisco,Tony Bennett
I've Never Found A Girl (To Love Me Like You Do),Eddie Floyd
Sobre la por - En Directe,Raimon
"Rigoletto [Act I]: Scene 2 - Quel vecchio maledivami! (Rigloetto, Sparafucile)",Giuseppe Verdi
Georgy Girl,The Seekers
Break It To Me Gently,Brenda Lee
Wipe Out,The Surfaris
Aayiram Iruvugal,P. Susheela
Music to Relax By,David Lindup
What About Us,The Coasters
England Swings,Roger Miller
I Have A Boyfriend,The Chiffons
To A Sleeping Beauty,Jimmy Dean
Enthakkaalathilum,Jolly Abraham
Gavião,Marinês E Sua Gente
Down a Country Lane,Aaron Copland
Amnesia Vivace,Frank Zappa
Brown Eyed Woman,Bill Medley
Facing The Wind,Nico
Llegando a Ti (Poco a Poco),Javier Solís
Twistin' Postman,The Marvelettes
Making Love,The Tennors
Plus fort que nous,Nicole Croisille
Danny Boy,Maynard Ferguson
Alligator Bogaloo,Lou Donaldson
Death Rides a Horse - Stereo Mix,Ennio Morricone
Serrana,Javier Solís
Dónde Está el Corazón,Los Relampagos Del Norte
Perfidia,The Ventures
"Don Giovanni, K. 527, Act II: ""Ah taci, ingiusto core!""",Wiener Philharmoniker
Allemande,Toquinho
It's An Uphill Climb To The Bottom,Walter Jackson
I Wonder What She's Doing Tonight,Barry & The Tamerlanes
"Ilamai Koluvirukkum, Pt. 2",P. Susheela
Crown Of Creation,Jefferson Airplane
Ups And Downs,Paul Revere & The Raiders
"Girl, You'll Be A Woman Soon",Neil Diamond
On A Clear Day You Can See Forever,Johnny Mathis
